"title-titre-eng","title-titre-fra","referenceNumber-numeroReference","amendmentNumber-numeroModification","procurementNumber-numeroApprovisionnement","solicitationNumber-numeroSollicitation","contractNumber-numeroContrat","numberOfRecords-nombreEnregistrements","publicationDate-datePublication","contractAwardDate-dateAttributionContrat","amendmentDate-dateModification","contractStartDate-contratDateDebut","contractEndDate-dateFinContrat","contractAmount-montantContrat","totalContractValue-valeurTotaleContrat","contractCurrency-contratMonnaie","contractStatus-statutContrat-eng","contractStatus-statutContrat-fra","gsin-nibs","gsinDescription-nibsDescription-eng","gsinDescription-nibsDescription-fra","unspsc","unspscDescription-eng","unspscDescription-fra","procurementCategory-categorieApprovisionnement","noticeType-avisType-eng","noticeType-avisType-fra","procurementMethod-methodeApprovisionnement-eng","procurementMethod-methodeApprovisionnement-fra","selectionCriteria-criteresSelection-eng","selectionCriteria-criteresSelection-fra","limitedTenderingReason-raisonAppelOffresLimite-eng","limitedTenderingReason-raisonAppelOffresLimite-fra","tradeAgreements-accordsCommerciaux-eng","tradeAgreements-accordsCommerciaux-fra","regionsOfDelivery-regionsLivraison-eng","regionsOfDelivery-regionsLivraison-fra","supplierLegalName-nomLegalFournisseur-eng","supplierLegalName-nomLegalFournisseur-fra","supplierStandardizedName-nomNormaliseFournisseur-eng","supplierStandardizedName-nomNormaliseFournisseur-fra","supplierOperatingName-nomCommercialFournisseur-eng","supplierOperatingName-nomCommercialFournisseur-fra","supplierEmployeeCount-fournisseurNombreEmployes-eng","supplierEmployeeCount-fournisseurNombreEmployes-fra","supplierAddressLine-ligneAdresseFournisseur-eng","supplierAddressLine-ligneAdresseFournisseur-fra","supplierAddressCity-fournisseurAdresseVille-eng","supplierAddressCity-fournisseurAdresseVille-fra","supplierAddressProvince-fournisseurAdresseProvince-eng","supplierAddressProvince-fournisseurAdresseProvince-fra","supplierAddressPostalCode-fournisseurAdresseCodePostal","supplierAddressCountry-fournisseurAdressePays-eng","supplierAddressCountry-fournisseurAdressePays-fra","contractingEntityName-nomEntitContractante-eng","contractingEntityName-nomEntitContractante-fra","contractingEntityAddressLine-ligneAdresseEntiteContractante-eng","contractingEntityAddressLine-ligneAdresseEntiteContractante-fra","contractingEntityAddressCity-entiteContractanteAdresseVille-eng","contractingEntityAddressCity-entiteContractanteAdresseVille-fra","contractingEntityAddressProvince-entiteContractanteAdresseProvince-eng","contractingEntityAddressProvince-entiteContractanteAdresseProvince-fra","contractingEntityAddressPostalCode-entiteContractanteAdresseCodePostal","contractingEntityAddressCountry-entiteContractanteAdressePays-eng","contractingEntityAddressCountry-entiteContractanteAdressePays-fra","endUserEntitiesName-nomEntitesUtilisateurFinal-eng","endUserEntitiesName-nomEntitesUtilisateurFinal-fra","endUserEntitiesOfficeName-bureauNomEntitesUtilisateurFinal-eng","endUserEntitiesOfficeName-bureauNomEntitesUtilisateurFinal-fra","endUserEntitiesAddress-adresseEntitesUtilisateurFinal-eng","endUserEntitiesAddress-adresseEntitesUtilisateurFinal-fra","contactInfoName-informationsContactNom","contactInfoEmail-informationsContactCourriel","contactInfoPhone-contactInfoTelephone","contactInfoFax","contactInfoAddressLine-contactInfoAdresseLigne-eng","contactInfoAddressLine-contactInfoAdresseLigne-fra","contactInfoCity-contacterInfoVille-eng","contactInfoCity-contacterInfoVille-fra","contactInfoProvince-contacterInfoProvince-eng","contactInfoProvince-contacterInfoProvince-fra","contactInfoPostalcode","contactInfoCountry-contactInfoPays-eng","contactInfoCountry-contactInfoPays-fra","percentageOfGoodsByCountry-pourcentageDeBiensParPays","tenderDescription-descriptionAppelOffres-eng","tenderDescription-descriptionAppelOffres-fra"
"POMERLEAU INC (EP747-171823/001/FE~009)","POMERLEAU INC (EP747-171823/001/FE~009)","EP747-171823/001/FE","009","EP747-171823","","EP747-171823/001/FE","22","","2019-11-06","","","2021-03-31","0.00","87854653.00","CAD","","","*5124B","*Construction of Commercial Buildings","*Construction d'édifices commerciaux","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canada-Peru Free Trade Agreement (CPFTA)
*Canada-Colombia Free Trade Agreement
*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*North American Free Trade Agreement (NAFTA)
* Other trade agreements not listed here may apply
*World Trade Organization Agreement on Government Procurement (WTO GPA)
*Canada-Chile Free Trade Agreement (CCFTA)
*Canada-Panama Free Trade Agreement","*Accord de libre-échange Canada-Pérou (ALECP)
*Accord de libre-échange Canada-Colombie
*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord de libre-échange nord-américain (ALENA)
*d'autres accords commerciaux non répertoriés ici peuvent s'appliquer
*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*Accord de libre-échange Canada-Chili (ALECC)
*Accord de libre-échange Canada-Panama","","","Pomerleau Inc.","Pomerleau Inc.","POMERLEAU INC","POMERLEAU INC","Pomerleau Inc.","Pomerleau Inc.","1500 to 2499 employees","1500 à 2499 employés","220-343 Preston Street","220-343 Preston Street","Ottawa","Ottawa","Ontario","Ontario","K1S1N4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","OPERATIONS","OPERATIONS","EAST BLOCK<br>111 WELLINGTON ST,OTTAWA,Ontario,K1A0A9,Canada","EAST BLOCK<br>111 WELLINGTON ST,OTTAWA,Ontario,K1A0A9,Canada","","","","","","","","","","","","","","","",""
"POMERLEAU INC (EP747-171823/001/FE~010)","POMERLEAU INC (EP747-171823/001/FE~010)","EP747-171823/001/FE","010","EP747-171823","","EP747-171823/001/FE","22","","2019-12-19","","","2021-03-31","2000000.00","87854653.00","CAD","","","*5124B","*Construction of Commercial Buildings","*Construction d'édifices commerciaux","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","* Other trade agreements not listed here may apply
*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*World Trade Organization Agreement on Government Procurement (WTO GPA)
*Canada-Colombia Free Trade Agreement
*Canada-Chile Free Trade Agreement (CCFTA)
*Canada-Peru Free Trade Agreement (CPFTA)
*Canada-Panama Free Trade Agreement
*North American Free Trade Agreement (NAFTA)","*d'autres accords commerciaux non répertoriés ici peuvent s'appliquer
*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*Accord de libre-échange Canada-Colombie
*Accord de libre-échange Canada-Chili (ALECC)
*Accord de libre-échange Canada-Pérou (ALECP)
*Accord de libre-échange Canada-Panama
*Accord de libre-échange nord-américain (ALENA)","","","Pomerleau Inc.","Pomerleau Inc.","POMERLEAU INC","POMERLEAU INC","Pomerleau Inc.","Pomerleau Inc.","1500 to 2499 employees","1500 à 2499 employés","220-343 Preston Street","220-343 Preston Street","Ottawa","Ottawa","Ontario","Ontario","K1S1N4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","OPERATIONS","OPERATIONS","EAST BLOCK<br>111 WELLINGTON ST,OTTAWA,Ontario,K1A0A9,Canada","EAST BLOCK<br>111 WELLINGTON ST,OTTAWA,Ontario,K1A0A9,Canada","","","","","","","","","","","","","","","",""
"POMERLEAU INC (EP747-171823/001/FE~011)","POMERLEAU INC (EP747-171823/001/FE~011)","EP747-171823/001/FE","011","EP747-171823","","EP747-171823/001/FE","22","","2019-12-19","","","2021-03-31","7680000.00","87854653.00","CAD","","","*5124B","*Construction of Commercial Buildings","*Construction d'édifices commerciaux","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","* Other trade agreements not listed here may apply
*Canada-Colombia Free Trade Agreement
*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*Canada-Peru Free Trade Agreement (CPFTA)
*World Trade Organization Agreement on Government Procurement (WTO GPA)
*North American Free Trade Agreement (NAFTA)
*Canada-Chile Free Trade Agreement (CCFTA)
*Canada-Panama Free Trade Agreement","*d'autres accords commerciaux non répertoriés ici peuvent s'appliquer
*Accord de libre-échange Canada-Colombie
*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord de libre-échange Canada-Pérou (ALECP)
*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*Accord de libre-échange nord-américain (ALENA)
*Accord de libre-échange Canada-Chili (ALECC)
*Accord de libre-échange Canada-Panama","","","Pomerleau Inc.","Pomerleau Inc.","POMERLEAU INC","POMERLEAU INC","Pomerleau Inc.","Pomerleau Inc.","1500 to 2499 employees","1500 à 2499 employés","220-343 Preston Street","220-343 Preston Street","Ottawa","Ottawa","Ontario","Ontario","K1S1N4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","OPERATIONS","OPERATIONS","EAST BLOCK<br>111 WELLINGTON ST,OTTAWA,Ontario,K1A0A9,Canada","EAST BLOCK<br>111 WELLINGTON ST,OTTAWA,Ontario,K1A0A9,Canada","","","","","","","","","","","","","","","",""
"POMERLEAU INC (EP756-170422/001/FP~057)","POMERLEAU INC (EP756-170422/001/FP~057)","EP756-170422/001/FP","057","EP756-170422","","EP756-170422/001/FP","66","","2019-04-04","","","2019-10-31","932124.00","48506431.00","CAD","","","*5124B","*Construction of Commercial Buildings","*Construction d'édifices commerciaux","","","","*CNST","","","Competitive - Traditional","Concurrentielle - Traditionnelle","Lowest Price","Prix le plus bas","","","*Canada-Peru Free Trade Agreement (CPFTA)
*Canada-Chile Free Trade Agreement (CCFTA)
* Other trade agreements not listed here may apply
*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*North American Free Trade Agreement (NAFTA)
*Canada-Colombia Free Trade Agreement
*World Trade Organization Agreement on Government Procurement (WTO GPA)
*Canada-Panama Free Trade Agreement","*Accord de libre-échange Canada-Pérou (ALECP)
*Accord de libre-échange Canada-Chili (ALECC)
*d'autres accords commerciaux non répertoriés ici peuvent s'appliquer
*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord de libre-échange nord-américain (ALENA)
*Accord de libre-échange Canada-Colombie
*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*Accord de libre-échange Canada-Panama","","","Pomerleau Inc.","Pomerleau Inc.","POMERLEAU INC","POMERLEAU INC","Pomerleau Inc.","Pomerleau Inc.","1500 to 2499 employees","1500 à 2499 employés","220-343 Preston Street","220-343 Preston Street","Ottawa","Ottawa","Ontario","Ontario","K1S1N4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","OPERATIONS","OPERATIONS","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","","","","","","","","","","","","","","","",""
"POMERLEAU INC (EP756-170422/001/FP~058)","POMERLEAU INC (EP756-170422/001/FP~058)","EP756-170422/001/FP","058","EP756-170422","","EP756-170422/001/FP","66","","2019-04-26","","","2019-10-31","265449.00","48506431.00","CAD","","","*5124B","*Construction of Commercial Buildings","*Construction d'édifices commerciaux","","","","*CNST","","","Competitive - Traditional","Concurrentielle - Traditionnelle","Lowest Price","Prix le plus bas","","","*World Trade Organization Agreement on Government Procurement (WTO GPA)
* Other trade agreements not listed here may apply
*Canada-Chile Free Trade Agreement (CCFTA)
*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*North American Free Trade Agreement (NAFTA)
*Canada-Colombia Free Trade Agreement
*Canada-Peru Free Trade Agreement (CPFTA)
*Canada-Panama Free Trade Agreement","*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*d'autres accords commerciaux non répertoriés ici peuvent s'appliquer
*Accord de libre-échange Canada-Chili (ALECC)
*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord de libre-échange nord-américain (ALENA)
*Accord de libre-échange Canada-Colombie
*Accord de libre-échange Canada-Pérou (ALECP)
*Accord de libre-échange Canada-Panama","","","Pomerleau Inc.","Pomerleau Inc.","POMERLEAU INC","POMERLEAU INC","Pomerleau Inc.","Pomerleau Inc.","1500 to 2499 employees","1500 à 2499 employés","220-343 Preston Street","220-343 Preston Street","Ottawa","Ottawa","Ontario","Ontario","K1S1N4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","OPERATIONS","OPERATIONS","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","","","","","","","","","","","","","","","",""
"POMERLEAU INC (EP756-170422/001/FP~059)","POMERLEAU INC (EP756-170422/001/FP~059)","EP756-170422/001/FP","059","EP756-170422","","EP756-170422/001/FP","66","","2019-04-29","","","2019-10-31","2441823.00","48506431.00","CAD","","","*5124B","*Construction of Commercial Buildings","*Construction d'édifices commerciaux","","","","*CNST","","","Competitive - Traditional","Concurrentielle - Traditionnelle","Lowest Price","Prix le plus bas","","","* Other trade agreements not listed here may apply
*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*World Trade Organization Agreement on Government Procurement (WTO GPA)
*Canada-Chile Free Trade Agreement (CCFTA)
*Canada-Colombia Free Trade Agreement
*Canada-Peru Free Trade Agreement (CPFTA)
*North American Free Trade Agreement (NAFTA)
*Canada-Panama Free Trade Agreement","*d'autres accords commerciaux non répertoriés ici peuvent s'appliquer
*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*Accord de libre-échange Canada-Chili (ALECC)
*Accord de libre-échange Canada-Colombie
*Accord de libre-échange Canada-Pérou (ALECP)
*Accord de libre-échange nord-américain (ALENA)
*Accord de libre-échange Canada-Panama","","","Pomerleau Inc.","Pomerleau Inc.","POMERLEAU INC","POMERLEAU INC","Pomerleau Inc.","Pomerleau Inc.","1500 to 2499 employees","1500 à 2499 employés","220-343 Preston Street","220-343 Preston Street","Ottawa","Ottawa","Ontario","Ontario","K1S1N4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","OPERATIONS","OPERATIONS","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","","","","","","","","","","","","","","","",""
"POMERLEAU INC (EP756-170422/001/FP~060)","POMERLEAU INC (EP756-170422/001/FP~060)","EP756-170422/001/FP","060","EP756-170422","","EP756-170422/001/FP","66","","2019-05-21","","","2019-10-31","421587.00","48506431.00","CAD","","","*5124B","*Construction of Commercial Buildings","*Construction d'édifices commerciaux","","","","*CNST","","","Competitive - Traditional","Concurrentielle - Traditionnelle","Lowest Price","Prix le plus bas","","","*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*Canada-Peru Free Trade Agreement (CPFTA)
*Canada-Chile Free Trade Agreement (CCFTA)
* Other trade agreements not listed here may apply
*Canada-Colombia Free Trade Agreement
*North American Free Trade Agreement (NAFTA)
*Canada-Panama Free Trade Agreement
*World Trade Organization Agreement on Government Procurement (WTO GPA)","*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord de libre-échange Canada-Pérou (ALECP)
*Accord de libre-échange Canada-Chili (ALECC)
*d'autres accords commerciaux non répertoriés ici peuvent s'appliquer
*Accord de libre-échange Canada-Colombie
*Accord de libre-échange nord-américain (ALENA)
*Accord de libre-échange Canada-Panama
*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)","","","Pomerleau Inc.","Pomerleau Inc.","POMERLEAU INC","POMERLEAU INC","Pomerleau Inc.","Pomerleau Inc.","1500 to 2499 employees","1500 à 2499 employés","220-343 Preston Street","220-343 Preston Street","Ottawa","Ottawa","Ontario","Ontario","K1S1N4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","OPERATIONS","OPERATIONS","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","","","","","","","","","","","","","","","",""
"POMERLEAU INC (EP756-170422/001/FP~061)","POMERLEAU INC (EP756-170422/001/FP~061)","EP756-170422/001/FP","061","EP756-170422","","EP756-170422/001/FP","66","","2019-05-22","","","2019-10-31","-124774.00","48506431.00","CAD","","","*5124B","*Construction of Commercial Buildings","*Construction d'édifices commerciaux","","","","*CNST","","","Competitive - Traditional","Concurrentielle - Traditionnelle","Lowest Price","Prix le plus bas","","","*Canada-Chile Free Trade Agreement (CCFTA)
*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*Canada-Peru Free Trade Agreement (CPFTA)
* Other trade agreements not listed here may apply
*North American Free Trade Agreement (NAFTA)
*Canada-Colombia Free Trade Agreement
*World Trade Organization Agreement on Government Procurement (WTO GPA)
*Canada-Panama Free Trade Agreement","*Accord de libre-échange Canada-Chili (ALECC)
*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord de libre-échange Canada-Pérou (ALECP)
*d'autres accords commerciaux non répertoriés ici peuvent s'appliquer
*Accord de libre-échange nord-américain (ALENA)
*Accord de libre-échange Canada-Colombie
*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*Accord de libre-échange Canada-Panama","","","Pomerleau Inc.","Pomerleau Inc.","POMERLEAU INC","POMERLEAU INC","Pomerleau Inc.","Pomerleau Inc.","1500 to 2499 employees","1500 à 2499 employés","220-343 Preston Street","220-343 Preston Street","Ottawa","Ottawa","Ontario","Ontario","K1S1N4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","OPERATIONS","OPERATIONS","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","","","","","","","","","","","","","","","",""
"POMERLEAU INC (EP756-170422/001/FP~062)","POMERLEAU INC (EP756-170422/001/FP~062)","EP756-170422/001/FP","062","EP756-170422","","EP756-170422/001/FP","66","","2019-06-10","","","2019-10-31","1342926.00","48506431.00","CAD","","","*5124B","*Construction of Commercial Buildings","*Construction d'édifices commerciaux","","","","*CNST","","","Competitive - Traditional","Concurrentielle - Traditionnelle","Lowest Price","Prix le plus bas","","","* Other trade agreements not listed here may apply
*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*World Trade Organization Agreement on Government Procurement (WTO GPA)
*Canada-Colombia Free Trade Agreement
*Canada-Chile Free Trade Agreement (CCFTA)
*Canada-Panama Free Trade Agreement
*Canada-Peru Free Trade Agreement (CPFTA)
*North American Free Trade Agreement (NAFTA)","*d'autres accords commerciaux non répertoriés ici peuvent s'appliquer
*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*Accord de libre-échange Canada-Colombie
*Accord de libre-échange Canada-Chili (ALECC)
*Accord de libre-échange Canada-Panama
*Accord de libre-échange Canada-Pérou (ALECP)
*Accord de libre-échange nord-américain (ALENA)","","","Pomerleau Inc.","Pomerleau Inc.","POMERLEAU INC","POMERLEAU INC","Pomerleau Inc.","Pomerleau Inc.","1500 to 2499 employees","1500 à 2499 employés","220-343 Preston Street","220-343 Preston Street","Ottawa","Ottawa","Ontario","Ontario","K1S1N4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","OPERATIONS","OPERATIONS","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","","","","","","","","","","","","","","","",""
"POMERLEAU INC (EP756-170422/001/FP~063)","POMERLEAU INC (EP756-170422/001/FP~063)","EP756-170422/001/FP","063","EP756-170422","","EP756-170422/001/FP","66","","2019-07-12","","","2019-10-31","2171658.00","48506431.00","CAD","","","*5124B","*Construction of Commercial Buildings","*Construction d'édifices commerciaux","","","","*CNST","","","Competitive - Traditional","Concurrentielle - Traditionnelle","Lowest Price","Prix le plus bas","","","* Other trade agreements not listed here may apply
*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*World Trade Organization Agreement on Government Procurement (WTO GPA)
*Canada-Chile Free Trade Agreement (CCFTA)
*Canada-Colombia Free Trade Agreement
*Canada-Peru Free Trade Agreement (CPFTA)
*North American Free Trade Agreement (NAFTA)
*Canada-Panama Free Trade Agreement","*d'autres accords commerciaux non répertoriés ici peuvent s'appliquer
*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*Accord de libre-échange Canada-Chili (ALECC)
*Accord de libre-échange Canada-Colombie
*Accord de libre-échange Canada-Pérou (ALECP)
*Accord de libre-échange nord-américain (ALENA)
*Accord de libre-échange Canada-Panama","","","Pomerleau Inc.","Pomerleau Inc.","POMERLEAU INC","POMERLEAU INC","Pomerleau Inc.","Pomerleau Inc.","1500 to 2499 employees","1500 à 2499 employés","220-343 Preston Street","220-343 Preston Street","Ottawa","Ottawa","Ontario","Ontario","K1S1N4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","OPERATIONS","OPERATIONS","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","","","","","","","","","","","","","","","",""
"POMERLEAU INC (EP756-170422/001/FP~064)","POMERLEAU INC (EP756-170422/001/FP~064)","EP756-170422/001/FP","064","EP756-170422","","EP756-170422/001/FP","66","","2019-08-12","","","2019-10-31","413850.00","48506431.00","CAD","","","*5124B","*Construction of Commercial Buildings","*Construction d'édifices commerciaux","","","","*CNST","","","Competitive - Traditional","Concurrentielle - Traditionnelle","Lowest Price","Prix le plus bas","","","*Canada-Chile Free Trade Agreement (CCFTA)
*Canada-Peru Free Trade Agreement (CPFTA)
*World Trade Organization Agreement on Government Procurement (WTO GPA)
*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*North American Free Trade Agreement (NAFTA)
* Other trade agreements not listed here may apply
*Canada-Colombia Free Trade Agreement
*Canada-Panama Free Trade Agreement","*Accord de libre-échange Canada-Chili (ALECC)
*Accord de libre-échange Canada-Pérou (ALECP)
*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord de libre-échange nord-américain (ALENA)
*d'autres accords commerciaux non répertoriés ici peuvent s'appliquer
*Accord de libre-échange Canada-Colombie
*Accord de libre-échange Canada-Panama","","","Pomerleau Inc.","Pomerleau Inc.","POMERLEAU INC","POMERLEAU INC","Pomerleau Inc.","Pomerleau Inc.","1500 to 2499 employees","1500 à 2499 employés","220-343 Preston Street","220-343 Preston Street","Ottawa","Ottawa","Ontario","Ontario","K1S1N4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","OPERATIONS","OPERATIONS","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","180 WELLINGTON ST,OTTAWA,Ontario,K1P6C2,Canada","","","","","","","","","","","","","","","",""
